"drg","drgnum","drgweight","drgsys","drgvers","glos","trim","low","alos","fydate","fyear"
"644",644,1.0194,"MS-DRG",31,3.90000009536743,0,,4.69999980926514,10/1/2013,2014
"645",645,0.7041,"MS-DRG",31,2.79999995231628,0,,3.40000009536743,10/1/2013,2014
"646",646,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"647",647,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"648",648,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"649",649,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"650",650,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"651",651,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"652",652,3.153,"MS-DRG",31,5.80000019073486,0,,6.80000019073486,10/1/2013,2014
"653",653,5.9558,"MS-DRG",31,12.6999998092651,0,,15.3999996185303,10/1/2013,2014
"654",654,3.0944,"MS-DRG",31,7.80000019073486,0,,8.89999961853027,10/1/2013,2014
"655",655,2.1671,"MS-DRG",31,4.69999980926514,0,,5.5,10/1/2013,2014
"656",656,3.5221,"MS-DRG",31,7.19999980926514,0,,9.30000019073486,10/1/2013,2014
"657",657,2.0261,"MS-DRG",31,4.5,0,,5.40000009536743,10/1/2013,2014
"658",658,1.5074,"MS-DRG",31,2.79999995231628,0,,3.09999990463257,10/1/2013,2014
"659",659,3.4051,"MS-DRG",31,7.59999990463257,0,,10.3000001907349,10/1/2013,2014
"660",660,1.8827,"MS-DRG",31,4.30000019073486,0,,5.59999990463257,10/1/2013,2014
"661",661,1.3435,"MS-DRG",31,2.29999995231628,0,,2.79999995231628,10/1/2013,2014
"662",662,2.9801,"MS-DRG",31,7.69999980926514,0,,10.1999998092651,10/1/2013,2014
"663",663,1.5666,"MS-DRG",31,3.90000009536743,0,,5.30000019073486,10/1/2013,2014
"664",664,1.2208,"MS-DRG",31,1.70000004768372,0,,2.20000004768372,10/1/2013,2014
"665",665,3.1414,"MS-DRG",31,9.19999980926514,0,,11.6999998092651,10/1/2013,2014
"666",666,1.7042,"MS-DRG",31,4.5,0,,6.19999980926514,10/1/2013,2014
"667",667,0.8949,"MS-DRG",31,2,0,,2.59999990463257,10/1/2013,2014
"668",668,2.5573,"MS-DRG",31,6.59999990463257,0,,8.80000019073486,10/1/2013,2014
"669",669,1.2693,"MS-DRG",31,3,0,,4.09999990463257,10/1/2013,2014
"670",670,0.8354,"MS-DRG",31,1.89999997615814,0,,2.40000009536743,10/1/2013,2014
"671",671,1.5887,"MS-DRG",31,4.30000019073486,0,,5.69999980926514,10/1/2013,2014
"672",672,0.8835,"MS-DRG",31,1.89999997615814,0,,2.29999995231628,10/1/2013,2014
"673",673,3.115,"MS-DRG",31,6.5,0,,9.69999980926514,10/1/2013,2014
"674",674,2.2378,"MS-DRG",31,5.09999990463257,0,,6.90000009536743,10/1/2013,2014
"675",675,1.3807,"MS-DRG",31,1.89999997615814,0,,2.70000004768372,10/1/2013,2014
"676",676,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"677",677,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"678",678,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"679",679,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"680",680,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"681",681,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"682",682,1.5401,"MS-DRG",31,4.69999980926514,0,,6.19999980926514,10/1/2013,2014
"683",683,0.9655,"MS-DRG",31,3.70000004768372,0,,4.5,10/1/2013,2014
"684",684,0.6213,"MS-DRG",31,2.5,0,,3,10/1/2013,2014
"685",685,0.9282,"MS-DRG",31,2.59999990463257,0,,3.40000009536743,10/1/2013,2014
"686",686,1.7237,"MS-DRG",31,5.40000009536743,0,,7.19999980926514,10/1/2013,2014
"687",687,1.0441,"MS-DRG",31,3.70000004768372,0,,4.80000019073486,10/1/2013,2014
"688",688,0.6867,"MS-DRG",31,2.20000004768372,0,,2.70000004768372,10/1/2013,2014
"689",689,1.13,"MS-DRG",31,4.30000019073486,0,,5.30000019073486,10/1/2013,2014
"690",690,0.7693,"MS-DRG",31,3.20000004768372,0,,3.79999995231628,10/1/2013,2014
"691",691,1.5454,"MS-DRG",31,3,0,,3.79999995231628,10/1/2013,2014
"692",692,1.069,"MS-DRG",31,1.70000004768372,0,,2,10/1/2013,2014
"693",693,1.4186,"MS-DRG",31,4.09999990463257,0,,5.30000019073486,10/1/2013,2014
"694",694,0.6879,"MS-DRG",31,2,0,,2.40000009536743,10/1/2013,2014
"695",695,1.2773,"MS-DRG",31,4.19999980926514,0,,5.5,10/1/2013,2014
"696",696,0.6615,"MS-DRG",31,2.5,0,,3.09999990463257,10/1/2013,2014
"697",697,0.8225,"MS-DRG",31,2.5,0,,3.20000004768372,10/1/2013,2014
"698",698,1.5681,"MS-DRG",31,5.09999990463257,0,,6.40000009536743,10/1/2013,2014
"699",699,0.989,"MS-DRG",31,3.5,0,,4.40000009536743,10/1/2013,2014
"700",700,0.7026,"MS-DRG",31,2.59999990463257,0,,3.20000004768372,10/1/2013,2014
"701",701,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"702",702,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"703",703,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"704",704,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"705",705,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"706",706,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"707",707,1.8265,"MS-DRG",31,3,0,,4.09999990463257,10/1/2013,2014
"708",708,1.2928,"MS-DRG",31,1.39999997615814,0,,1.60000002384186,10/1/2013,2014
"709",709,2.1038,"MS-DRG",31,4,0,,6.19999980926514,10/1/2013,2014
"710",710,1.3429,"MS-DRG",31,1.5,0,,1.89999997615814,10/1/2013,2014
"711",711,2.0316,"MS-DRG",31,5.5,0,,7.59999990463257,10/1/2013,2014
"712",712,0.958,"MS-DRG",31,2.29999995231628,0,,3,10/1/2013,2014
"713",713,1.3814,"MS-DRG",31,3.29999995231628,0,,4.5,10/1/2013,2014
"714",714,0.7402,"MS-DRG",31,1.70000004768372,0,,2,10/1/2013,2014
"715",715,2.2268,"MS-DRG",31,5.5,0,,7.80000019073486,10/1/2013,2014
"716",716,0.9629,"MS-DRG",31,1.5,0,,1.79999995231628,10/1/2013,2014
"717",717,1.7495,"MS-DRG",31,4.90000009536743,0,,6.69999980926514,10/1/2013,2014
"718",718,0.8786,"MS-DRG",31,2.29999995231628,0,,2.90000009536743,10/1/2013,2014
"719",719,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"720",720,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"721",721,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"722",722,1.6031,"MS-DRG",31,5.30000019073486,0,,7.09999990463257,10/1/2013,2014
"723",723,1.0532,"MS-DRG",31,3.90000009536743,0,,5,10/1/2013,2014
"724",724,0.5501,"MS-DRG",31,1.79999995231628,0,,2.40000009536743,10/1/2013,2014
"725",725,1.2644,"MS-DRG",31,4.40000009536743,0,,5.59999990463257,10/1/2013,2014
"726",726,0.7159,"MS-DRG",31,2.79999995231628,0,,3.40000009536743,10/1/2013,2014
"727",727,1.4106,"MS-DRG",31,4.80000019073486,0,,6.19999980926514,10/1/2013,2014
"728",728,0.7821,"MS-DRG",31,3.20000004768372,0,,3.90000009536743,10/1/2013,2014
"729",729,1.1196,"MS-DRG",31,3.70000004768372,0,,5,10/1/2013,2014
"730",730,0.6266,"MS-DRG",31,2.20000004768372,0,,2.79999995231628,10/1/2013,2014
"731",731,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"732",732,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"733",733,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"734",734,2.5547,"MS-DRG",31,4.59999990463257,0,,6.69999980926514,10/1/2013,2014
"735",735,1.191,"MS-DRG",31,1.89999997615814,0,,2.29999995231628,10/1/2013,2014
"736",736,4.2211,"MS-DRG",31,10.1000003814697,0,,12.3999996185303,10/1/2013,2014
"737",737,2.031,"MS-DRG",31,5.30000019073486,0,,6.19999980926514,10/1/2013,2014
"738",738,1.2602,"MS-DRG",31,2.90000009536743,0,,3.29999995231628,10/1/2013,2014
"739",739,3.1647,"MS-DRG",31,6.5,0,,8.69999980926514,10/1/2013,2014
"740",740,1.5819,"MS-DRG",31,3.09999990463257,0,,4.09999990463257,10/1/2013,2014
"741",741,1.147,"MS-DRG",31,1.79999995231628,0,,2.09999990463257,10/1/2013,2014
"742",742,1.4972,"MS-DRG",31,3,0,,4,10/1/2013,2014
"743",743,0.9903,"MS-DRG",31,1.70000004768372,0,,1.89999997615814,10/1/2013,2014
"744",744,1.5084,"MS-DRG",31,3.90000009536743,0,,5.5,10/1/2013,2014
"745",745,0.8514,"MS-DRG",31,1.89999997615814,0,,2.40000009536743,10/1/2013,2014
"746",746,1.3694,"MS-DRG",31,3,0,,4.30000019073486,10/1/2013,2014
"747",747,0.8814,"MS-DRG",31,1.60000002384186,0,,1.79999995231628,10/1/2013,2014
"748",748,1.0096,"MS-DRG",31,1.5,0,,1.79999995231628,10/1/2013,2014
"749",749,2.6239,"MS-DRG",31,6.09999990463257,0,,8.39999961853027,10/1/2013,2014
"750",750,1.0854,"MS-DRG",31,2.20000004768372,0,,2.79999995231628,10/1/2013,2014
"751",751,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"752",752,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"753",753,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"754",754,1.9784,"MS-DRG",31,5.80000019073486,0,,8.39999961853027,10/1/2013,2014
"755",755,1.088,"MS-DRG",31,3.70000004768372,0,,5,10/1/2013,2014
"756",756,0.6334,"MS-DRG",31,2.09999990463257,0,,2.59999990463257,10/1/2013,2014
"757",757,1.5292,"MS-DRG",31,5.69999980926514,0,,7.19999980926514,10/1/2013,2014
"758",758,1.0452,"MS-DRG",31,4.19999980926514,0,,5.19999980926514,10/1/2013,2014
"759",759,0.6995,"MS-DRG",31,3.20000004768372,0,,3.79999995231628,10/1/2013,2014
"760",760,0.8063,"MS-DRG",31,2.79999995231628,0,,3.59999990463257,10/1/2013,2014
"761",761,0.4904,"MS-DRG",31,1.79999995231628,0,,2.20000004768372,10/1/2013,2014
"762",762,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"763",763,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"764",764,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"765",765,1.1125,"MS-DRG",31,3.90000009536743,0,,4.80000019073486,10/1/2013,2014
"766",766,0.7766,"MS-DRG",31,2.90000009536743,0,,3.09999990463257,10/1/2013,2014
"767",767,0.9235,"MS-DRG",31,2.70000004768372,0,,3.59999990463257,10/1/2013,2014
"768",768,1.0976,"MS-DRG",31,3.09999990463257,0,,3.20000004768372,10/1/2013,2014
"769",769,2.1785,"MS-DRG",31,4.30000019073486,0,,6.40000009536743,10/1/2013,2014
"770",770,0.707,"MS-DRG",31,1.60000002384186,0,,2.09999990463257,10/1/2013,2014
"771",771,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"772",772,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"773",773,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"774",774,0.7137,"MS-DRG",31,2.5,0,,3,10/1/2013,2014
"775",775,0.5625,"MS-DRG",31,2.09999990463257,0,,2.29999995231628,10/1/2013,2014
"776",776,0.7075,"MS-DRG",31,2.5,0,,3.40000009536743,10/1/2013,2014
"777",777,0.955,"MS-DRG",31,1.60000002384186,0,,2.09999990463257,10/1/2013,2014
"778",778,0.5247,"MS-DRG",31,1.89999997615814,0,,2.90000009536743,10/1/2013,2014
"779",779,0.4843,"MS-DRG",31,1.5,0,,1.79999995231628,10/1/2013,2014
"780",780,0.2515,"MS-DRG",31,1.20000004768372,0,,1.39999997615814,10/1/2013,2014
"781",781,0.7568,"MS-DRG",31,2.70000004768372,0,,3.90000009536743,10/1/2013,2014
"782",782,0.4463,"MS-DRG",31,1.60000002384186,0,,2.29999995231628,10/1/2013,2014
"783",783,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"784",784,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"785",785,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"786",786,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"787",787,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"788",788,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"789",789,1.5258,"MS-DRG",31,1.79999995231628,0,"*",1.79999995231628,10/1/2013,2014
"790",790,5.0315,"MS-DRG",31,17.8999996185303,0,"*",17.8999996185303,10/1/2013,2014
"791",791,3.4363,"MS-DRG",31,13.3000001907349,0,"*",13.3000001907349,10/1/2013,2014
"792",792,2.0734,"MS-DRG",31,8.60000038146973,0,"*",8.60000038146973,10/1/2013,2014
"793",793,3.5299,"MS-DRG",31,4.69999980926514,0,"*",4.69999980926514,10/1/2013,2014
"794",794,1.2494,"MS-DRG",31,3.40000009536743,0,"*",3.40000009536743,10/1/2013,2014
"795",795,0.1692,"MS-DRG",31,3.09999990463257,0,"*",3.09999990463257,10/1/2013,2014
"796",796,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"797",797,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"798",798,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"799",799,5.0639,"MS-DRG",31,9.89999961853027,0,,12.8999996185303,10/1/2013,2014
"800",800,2.5234,"MS-DRG",31,5.19999980926514,0,,6.80000019073486,10/1/2013,2014
"801",801,1.598,"MS-DRG",31,2.79999995231628,0,,3.5,10/1/2013,2014
"802",802,3.1642,"MS-DRG",31,7.69999980926514,0,,10.3999996185303,10/1/2013,2014
"803",803,1.8831,"MS-DRG",31,4.69999980926514,0,,6.30000019073486,10/1/2013,2014
"804",804,1.1558,"MS-DRG",31,2.29999995231628,0,,3,10/1/2013,2014
"805",805,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"806",806,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"807",807,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"808",808,2.2217,"MS-DRG",31,6.09999990463257,0,,8.10000038146973,10/1/2013,2014
"809",809,1.1901,"MS-DRG",31,3.79999995231628,0,,4.80000019073486,10/1/2013,2014
"810",810,0.8226,"MS-DRG",31,2.70000004768372,0,,3.29999995231628,10/1/2013,2014
"811",811,1.2488,"MS-DRG",31,3.59999990463257,0,,4.80000019073486,10/1/2013,2014
"812",812,0.7985,"MS-DRG",31,2.59999990463257,0,,3.40000009536743,10/1/2013,2014
"813",813,1.6433,"MS-DRG",31,3.59999990463257,0,,5,10/1/2013,2014
"814",814,1.691,"MS-DRG",31,4.90000009536743,0,,6.80000019073486,10/1/2013,2014
"815",815,0.9844,"MS-DRG",31,3.29999995231628,0,,4.19999980926514,10/1/2013,2014
"816",816,0.6655,"MS-DRG",31,2.40000009536743,0,,2.90000009536743,10/1/2013,2014
"817",817,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"818",818,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"819",819,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"820",820,5.8779,"MS-DRG",31,13,0,,17.1000003814697,10/1/2013,2014
"821",821,2.4025,"MS-DRG",31,4.80000019073486,0,,6.90000009536743,10/1/2013,2014
"822",822,1.2336,"MS-DRG",31,2.20000004768372,0,,2.79999995231628,10/1/2013,2014
"823",823,4.485,"MS-DRG",31,11.3000001907349,0,,14.6999998092651,10/1/2013,2014
"824",824,2.1684,"MS-DRG",31,5.90000009536743,0,,7.69999980926514,10/1/2013,2014
"825",825,1.2935,"MS-DRG",31,2.90000009536743,0,,4,10/1/2013,2014
"826",826,4.928,"MS-DRG",31,10.8000001907349,0,,14,10/1/2013,2014
"827",827,2.2746,"MS-DRG",31,5.30000019073486,0,,6.80000019073486,10/1/2013,2014
"828",828,1.3642,"MS-DRG",31,2.70000004768372,0,,3.29999995231628,10/1/2013,2014
"829",829,3.1769,"MS-DRG",31,6.69999980926514,0,,10.1999998092651,10/1/2013,2014
"830",830,1.2781,"MS-DRG",31,2.40000009536743,0,,3.09999990463257,10/1/2013,2014
"831",831,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"832",832,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"833",833,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"834",834,5.3828,"MS-DRG",31,10.3000001907349,0,,16.7999992370605,10/1/2013,2014
"835",835,2.1606,"MS-DRG",31,4.59999990463257,0,,7.5,10/1/2013,2014
"836",836,1.224,"MS-DRG",31,2.90000009536743,0,,4.30000019073486,10/1/2013,2014
"837",837,6.0485,"MS-DRG",31,15.6000003814697,0,,21.2000007629395,10/1/2013,2014
"838",838,2.8181,"MS-DRG",31,6.69999980926514,0,,9.69999980926514,10/1/2013,2014
"839",839,1.3175,"MS-DRG",31,4.80000019073486,0,,5.5,10/1/2013,2014
"840",840,3.0843,"MS-DRG",31,7.5,0,,10.5,10/1/2013,2014
"841",841,1.6167,"MS-DRG",31,4.80000019073486,0,,6.30000019073486,10/1/2013,2014
"842",842,1.083,"MS-DRG",31,3.09999990463257,0,,4.09999990463257,10/1/2013,2014
"843",843,1.7768,"MS-DRG",31,5.30000019073486,0,,7.19999980926514,10/1/2013,2014
"844",844,1.1701,"MS-DRG",31,4.09999990463257,0,,5.30000019073486,10/1/2013,2014
"845",845,0.783,"MS-DRG",31,2.79999995231628,0,,3.70000004768372,10/1/2013,2014
"846",846,2.4337,"MS-DRG",31,5.69999980926514,0,,8.19999980926514,10/1/2013,2014
"847",847,1.1062,"MS-DRG",31,3,0,,3.59999990463257,10/1/2013,2014
"848",848,0.8635,"MS-DRG",31,2.5,0,,3,10/1/2013,2014
"849",849,1.4239,"MS-DRG",31,4.59999990463257,0,,6,10/1/2013,2014
"850",850,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"851",851,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"852",852,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"853",853,5.3491,"MS-DRG",31,11.1000003814697,0,,14.3000001907349,10/1/2013,2014
"854",854,2.4891,"MS-DRG",31,7,0,,8.5,10/1/2013,2014
"855",855,1.5849,"MS-DRG",31,3.59999990463257,0,,4.90000009536743,10/1/2013,2014
"856",856,4.7874,"MS-DRG",31,10.1000003814697,0,,13.3999996185303,10/1/2013,2014
"857",857,2.0412,"MS-DRG",31,5.69999980926514,0,,7.09999990463257,10/1/2013,2014
"858",858,1.3115,"MS-DRG",31,3.90000009536743,0,,4.80000019073486,10/1/2013,2014
"859",859,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"860",860,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"861",861,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"862",862,1.8903,"MS-DRG",31,5.59999990463257,0,,7.40000009536743,10/1/2013,2014
"863",863,0.9845,"MS-DRG",31,3.79999995231628,0,,4.59999990463257,10/1/2013,2014
"864",864,0.8441,"MS-DRG",31,2.90000009536743,0,,3.59999990463257,10/1/2013,2014
"865",865,1.7351,"MS-DRG",31,4.90000009536743,0,,6.80000019073486,10/1/2013,2014
"866",866,0.7855,"MS-DRG",31,2.90000009536743,0,,3.5,10/1/2013,2014
"867",867,2.6139,"MS-DRG",31,6.80000019073486,0,,9.19999980926514,10/1/2013,2014
"868",868,1.0775,"MS-DRG",31,4,0,,5,10/1/2013,2014
"869",869,0.7406,"MS-DRG",31,2.90000009536743,0,,3.5,10/1/2013,2014
"870",870,5.9187,"MS-DRG",31,12.5,0,,14.6000003814697,10/1/2013,2014
"871",871,1.8527,"MS-DRG",31,5.09999990463257,0,,6.69999980926514,10/1/2013,2014
"872",872,1.0687,"MS-DRG",31,4.09999990463257,0,,4.90000009536743,10/1/2013,2014
"873",873,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"874",874,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"875",875,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"876",876,2.8172,"MS-DRG",31,7.5,0,,12.3000001907349,10/1/2013,2014
"877",877,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"878",878,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"879",879,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"880",880,0.6388,"MS-DRG",31,2.20000004768372,0,,2.90000009536743,10/1/2013,2014
"881",881,0.6541,"MS-DRG",31,3.20000004768372,0,,4.40000009536743,10/1/2013,2014
"882",882,0.6953,"MS-DRG",31,3.20000004768372,0,,4.40000009536743,10/1/2013,2014
"883",883,1.2682,"MS-DRG",31,4.69999980926514,0,,7.69999980926514,10/1/2013,2014
"884",884,1.006,"MS-DRG",31,4,0,,5.69999980926514,10/1/2013,2014
"885",885,1.0048,"MS-DRG",31,5.40000009536743,0,,7.30000019073486,10/1/2013,2014
"886",886,0.9173,"MS-DRG",31,4.19999980926514,0,,7.09999990463257,10/1/2013,2014
"887",887,0.9795,"MS-DRG",31,2.90000009536743,0,,4.5,10/1/2013,2014
"888",888,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"889",889,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"890",890,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"891",891,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"892",892,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"893",893,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"894",894,0.4509,"MS-DRG",31,2.09999990463257,0,,2.90000009536743,10/1/2013,2014
"895",895,1.1939,"MS-DRG",31,9.10000038146973,0,,11.6999998092651,10/1/2013,2014
"896",896,1.5146,"MS-DRG",31,4.69999980926514,0,,6.5,10/1/2013,2014
"897",897,0.6824,"MS-DRG",31,3.20000004768372,0,,4,10/1/2013,2014
"898",898,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"899",899,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"900",900,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"901",901,4.0316,"MS-DRG",31,9.30000019073486,0,,13.8999996185303,10/1/2013,2014
"902",902,1.7077,"MS-DRG",31,4.90000009536743,0,,6.59999990463257,10/1/2013,2014
"903",903,1.0527,"MS-DRG",31,3.09999990463257,0,,4.19999980926514,10/1/2013,2014
"904",904,3.1738,"MS-DRG",31,7.19999980926514,0,,10.6999998092651,10/1/2013,2014
"905",905,1.2475,"MS-DRG",31,3.20000004768372,0,,4.30000019073486,10/1/2013,2014
"906",906,1.2228,"MS-DRG",31,2.40000009536743,0,,3.5,10/1/2013,2014
"907",907,3.9235,"MS-DRG",31,7.69999980926514,0,,10.6999998092651,10/1/2013,2014
"908",908,1.9485,"MS-DRG",31,4.40000009536743,0,,5.80000019073486,10/1/2013,2014
"909",909,1.215,"MS-DRG",31,2.5,0,,3.20000004768372,10/1/2013,2014
"910",910,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"911",911,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"912",912,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"913",913,1.1683,"MS-DRG",31,3.70000004768372,0,,5,10/1/2013,2014
"914",914,0.711,"MS-DRG",31,2.5,0,,3.09999990463257,10/1/2013,2014
"915",915,1.4721,"MS-DRG",31,3.59999990463257,0,,4.90000009536743,10/1/2013,2014
"916",916,0.5139,"MS-DRG",31,1.70000004768372,0,,2.09999990463257,10/1/2013,2014
"917",917,1.4093,"MS-DRG",31,3.5,0,,4.80000019073486,10/1/2013,2014
"918",918,0.6346,"MS-DRG",31,2.09999990463257,0,,2.70000004768372,10/1/2013,2014
"919",919,1.7206,"MS-DRG",31,4.40000009536743,0,,6.09999990463257,10/1/2013,2014
"920",920,0.9779,"MS-DRG",31,3.09999990463257,0,,4,10/1/2013,2014
"921",921,0.6522,"MS-DRG",31,2.20000004768372,0,,2.79999995231628,10/1/2013,2014
"922",922,1.5088,"MS-DRG",31,4,0,,5.59999990463257,10/1/2013,2014
"923",923,0.662,"MS-DRG",31,2.20000004768372,0,,2.90000009536743,10/1/2013,2014
"924",924,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"925",925,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"926",926,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"927",927,16.4534,"MS-DRG",31,22.2999992370605,0,,30.7000007629395,10/1/2013,2014
"928",928,5.7744,"MS-DRG",31,11.8999996185303,0,,16.1000003814697,10/1/2013,2014
"929",929,2.209,"MS-DRG",31,5.09999990463257,0,,7.19999980926514,10/1/2013,2014
"930",930,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"931",931,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"932",932,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"933",933,3.2785,"MS-DRG",31,2.59999990463257,0,,8.19999980926514,10/1/2013,2014
"934",934,1.6045,"MS-DRG",31,4.19999980926514,0,,6.09999990463257,10/1/2013,2014
"935",935,1.3909,"MS-DRG",31,3.20000004768372,0,,4.80000019073486,10/1/2013,2014
"936",936,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"937",937,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"938",938,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"939",939,3.1182,"MS-DRG",31,6.59999990463257,0,,9.80000019073486,10/1/2013,2014
"940",940,1.7675,"MS-DRG",31,3.70000004768372,0,,5.30000019073486,10/1/2013,2014
"941",941,1.3403,"MS-DRG",31,2.20000004768372,0,,2.79999995231628,10/1/2013,2014
"942",942,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"943",943,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"944",944,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"945",945,1.3804,"MS-DRG",31,8.30000019073486,0,,10.1000003814697,10/1/2013,2014
"946",946,1.2037,"MS-DRG",31,6.5,0,,7.40000009536743,10/1/2013,2014
"947",947,1.1324,"MS-DRG",31,3.59999990463257,0,,4.80000019073486,10/1/2013,2014
"948",948,0.6897,"MS-DRG",31,2.59999990463257,0,,3.29999995231628,10/1/2013,2014
"949",949,1.0038,"MS-DRG",31,2.79999995231628,0,,4.09999990463257,10/1/2013,2014
"950",950,0.6005,"MS-DRG",31,2.29999995231628,0,,3.5,10/1/2013,2014
"951",951,0.8578,"MS-DRG",31,2.40000009536743,0,,5.5,10/1/2013,2014
"952",952,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"953",953,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"954",954,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"955",955,5.4056,"MS-DRG",31,7.19999980926514,0,,10.6000003814697,10/1/2013,2014
"956",956,3.8321,"MS-DRG",31,6.80000019073486,0,,8.30000019073486,10/1/2013,2014
"957",957,6.7306,"MS-DRG",31,9.69999980926514,0,,13.8999996185303,10/1/2013,2014
"958",958,3.8734,"MS-DRG",31,7.30000019073486,0,,8.89999961853027,10/1/2013,2014
"959",959,2.5391,"MS-DRG",31,4.30000019073486,0,,5.40000009536743,10/1/2013,2014
"960",960,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"961",961,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"962",962,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"963",963,2.6733,"MS-DRG",31,5.5,0,,8.10000038146973,10/1/2013,2014
"964",964,1.3904,"MS-DRG",31,4.09999990463257,0,,5,10/1/2013,2014
